time,seconds_elapsed,z,y,x
1741199041773662200,18.013662109375,-3.8590170228421687,8.735011532846093,5.843807276502251
1741199041783633200,18.023633056640627,-3.946317705154419,8.066886061799526,5.539894472309947
1741199041793604400,18.033604248046874,-3.9263516064465045,7.385057059571147,4.826083939409256
1741199041803575300,18.0435751953125,-3.6123312497377396,6.836821119752526,3.956173328736424
1741199041813545200,18.053545166015624,-2.8685364974617955,6.371209102606773,3.264534295633435
1741199041823516400,18.063516357421875,-2.079765123862028,5.7104310717135665,2.8246067548424003
1741199041833487400,18.0734873046875,-1.2630607643283902,4.989087805220485,2.5273054777443407
1741199041843458300,18.083458251953125,-0.5480979926526546,4.1884494682163,2.1479770748227835
1741199041853428500,18.093428466796876,0.029655206616595386,3.3549896425843238,1.6241344025045632
1741199041863399200,18.103399169921875,0.5162018021762371,2.603046655166149,1.061091354176402
1741199041873370400,18.113370361328126,0.9218331056118011,1.8935680139899254,0.592805149385333
1741199041883341300,18.12334130859375,1.1994272271990776,1.1681062062621117,0.3821463829517364
1741199041893311200,18.133311279296876,1.326129361051321,0.40977381006777286,0.4313035048305988
1741199041903282400,18.143282470703124,1.345941145980358,-0.2532973001986742,0.6504846004158258
1741199041913253400,18.15325341796875,1.2925485784888266,-0.7978729639440775,0.8904355123072862
1741199041923224600,18.163224609375,1.107432834112644,-1.1825456505030394,1.0896493401408194
1741199041933194500,18.173194580078125,0.7736462851822375,-1.4869985529214143,1.2470710219055414
1741199041943165200,18.183165283203124,0.4754091885387897,-1.7810048801273106,1.330146195477247
1741199041953136400,18.193136474609375,0.18435586591959,-2.0959102029770613,1.3629174152225254
1741199041963107300,18.203107421875,-0.07794832294411025,-2.321656648427248,1.4255512737900018
1741199041973077200,18.2130771484375,-0.19926234315037727,-2.4684856245070694,1.4618693723618983
1741199041983048400,18.22304833984375,-0.18376783689856527,-2.6098680256187916,1.3388789525091647
1741199041993019400,18.233019287109375,-0.23720950422883033,-2.6612808174699545,1.1442547905534506
1741199042002990300,18.242990234375,-0.22661562950015066,-2.546868840870261,0.9535328967332839
1741199042012960500,18.25296044921875,-0.18833178381323815,-2.2621716092795134,0.7691010429680347
1741199042022931500,18.262931396484376,-0.15459902555942534,-1.8564111265063286,0.43272097041308877
1741199042032902100,18.272902099609375,-0.016171364333759992,-0.5543740041822195,-0.7440729846954345
